
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000020                       # Number of seconds simulated (Second)
simTicks                                     19637000                       # Number of ticks simulated (Tick)
finalTick                                    19637000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.05                       # Real time elapsed on the host (Second)
hostTickRate                                393613823                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                   16953116                       # Number of bytes of host memory used (Byte)
simInsts                                         5898                       # Number of instructions simulated (Count)
simOps                                           5922                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   117925                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     118381                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                            19639                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               3.329773                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.300321                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                           11990                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      101                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                          10158                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    125                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                 6168                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined              3370                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  50                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples               11092                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.915795                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.844446                       # Number of insts issued each cycle (Count)
system.mem_ctrls.rdQLenPdf::447                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::448                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::449                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::450                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::451                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::452                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::453                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::454                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::455                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::456                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::457                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::458                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::459                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::460                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::461                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::462                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::463                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::464                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::465                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::466                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::467                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::468                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::469                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::470                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::471                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::472                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::473                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::474                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::475                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::476                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::477                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::478                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::479                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::480                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::481                     0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::482                     0                       # What read queue length does an incoming req see (Count)
